Column;de;en
scenario_difficulty_4;§league_4;§league_4
scenario_difficulty_loot_4;+150%;+150%
scenario_difficulty_loot_hint_4;Dieser Schwierigkeitsgrad bringt 150% mehr Erfahrung und Gold.;This difficulty gives 150% more experience and Credits.
scenario_difficulty_5;§league_5;§league_5
scenario_difficulty_loot_5;+200%;+200%
scenario_difficulty_loot_hint_5;Dieser Schwierigkeitsgrad bringt 200% mehr Erfahrung und Gold.;This difficulty gives 200% more experience and Credits.
;;
starterdeck_black_caption;Schwarz;Black
starterdeck_black_deck_title;Verderbnis des Nordens;Corruption from the North
starterdeck_black_propaganda;Sperre deine Feinde im ewigen Eis ein und entreiße ihnen die Seele. Deine Kreaturen der Leere verzehren jegliche Hoffnung, um ihre finsteren Fähigkeiten zu entfesseln. Die Dunkelheit ist allgegenwärtig!;Freeze your enemies and drain their life. Creatures from the void gather souls to unleash sinister abilities upon their foes.
starterdeck_black_speaker;Lragoth, Rekrutierer der Leere;Lragoth, Recruiter of the Void
starterdeck_black_description;Die Kernmechaniken der schwarzen Legion legen den Fokus auf Einfrieren der feindlichen Truppen und Entziehen derer Seelen, um damit weitere, vernichtende Fähigkeiten auszulösen. ;The Black Legion's main gameplay mechanics and combos feature a variety of freezing spells and abilities, as well as ripping out the souls of enemy units in order to trigger powerful passive abilities.
starterdeck_green_caption;Grün;Green
starterdeck_green_deck_title;Bewahrer der Natur;Keepers of Nature
starterdeck_green_propaganda;Führe eine Armee aus lebhaften Pflanzen und uralten Bäumen in die Schlacht. Verstricke deine Feinde im Geflecht des Waldes und überschwemme sie mit einer Flut von Saatlingen. Die Natur holt sich alles zurück!;Lead an army of vivid plants and ancient trees into battle. Root your enemies and drown them in a flood of Saplings. Evolve them to become stronger.
starterdeck_green_speaker;Rithrilas, Älteste des Hains;Rithrilas, Eldest of the Grove
starterdeck_green_description;Die Kernmechaniken der grünen Legion bestehen aus Regenerationsfähigkeiten, Einschränkung der feindlichen Bewegungsfähigkeit und Horden von Saatlingen, welche zu mächtigen Kreaturen heranwachsen können.;The Green Legion's main gameplay mechanics and combos feature a variety of regeneration effects, rooting your enemies in place and last but not least, hordes of Saplings that can be evolved into powerful creatures. 
starterdeck_white_caption;Weiß;White
starterdeck_white_deck_title;Armee des Lichts;Forces of Light
starterdeck_white_propaganda;Heerscharen von Bogenschützen, ehrwürdige Ritter und himmlische Streitkräfte stehen unter deinem Befehl. Geführt vom Licht haltet ihr allem gemeinsam stand!;Command sacred archers and shiny knights accompanied by angelic forces. Raise your shields and stand strong!
starterdeck_white_speaker;Trynan, Bibliothekar der Bastion;Trynan, Librarian of the Bastion
starterdeck_white_description;Die Kernmechaniken der weißen Legion basieren auf einer Vielfalt von Heilungs- und Schutzzaubern, welche auf viele Einheiten gleichzeitig gewirkt werden können. Überwältige deinen Kontrahenten mit zahllosen Reihen aus kleinen Einheiten und verleihe ihnen Inspiration und Schutz durch starke Anführer.;The White Legion's main gameplay mechanics and combos feature a variety of healing and shielding spells that can be targeted at multiple units at once. Overwhelm your opponent with masses of archers and knights and make them survive to the last minute in order to turn the tide of battle.
starterdeck_dialog_title;Wähle dein Starterdeck!;Choose your starter deck!
starterdeck_dialog_title2;Alle Starterdecks wurden für dich freigeschaltet!;All starter decks have been unlocked for you!
starterdeck_redeem_dialog_caption;Starterdeck wirklich wählen?;Are you sure? This choice is final.
starterdeck_redeem_dialog_text;Die Wahl des Starterdecks kann nicht rückgängig gemacht werden. Von der gewählten Legion werden 8 Karten deinem Kartenpool hinzugefügt.;The choice of your starter deck is final. Eight cards of the chosen legion will be added to your card pool.
starterdeck_redeem_dialog_redeem;Wählen;Choose
starterdeck_redeem_dialog_cancel;Abbrechen;Cancel
;;
teambuilding_caption;Teamaufbau;Teambuilding
teambuilding_choose_scenario;Spielmodus;Scenario
teambuilding_choose_difficulty;Schwierigkeit;Difficulty
teambuilding_choose_gamemode;Spielmodus wählen;Choose Gamemode
teambuilding_deck_dialog_caption;Wähle dein Deck!;Choose your deck!
teambuilding_deck_not_set;Nicht gewählt;Not chosen
teambuilding_deck_not_chosen;Noch nicht gewählt;Not chosen
teambuilding_deck_empty;Das Deck ist leer und kann deswegen nicht gewählt werden.;The deck is empty and cannot be chosen.
teambuilding_empty;Freier Slot;Empty Slot
teambuilding_invites_pending;%d ausstehende Einladungen;%d pending invites
teambuilding_inqueue_title;In der Warteschlange;In Queue
teambuilding_invite_expired;hatte dich zu einem Spiel eingeladen. Die Einladung ist abgelaufen.;invited you to a game, but the invite has expired.
teambuilding_invite_incoming;hat dich zu einem Spiel eingeladen.;has invited you to a game.
teambuilding_invite_player;Spieler einladen;Invite player
teambuilding_invite_status_tiaccepted;Akzeptiert;Accepted
teambuilding_invite_status_tideclined;Abgelehnt;Declined
teambuilding_invite_status_tigamenolongerexists;Abgelaufen;Expired
teambuilding_invite_status_tileftthegame;Verlassen;Quit
teambuilding_invite_status_tiopen;Ausstehend;Pending
teambuilding_invite_status_titeamisfull;Voll;Full
teambuilding_invitelist_caption;Einladungen;Invites
teambuilding_mode_duel;Duell;Duel
teambuilding_mode_pve;PvE;PvE
teambuilding_mode_pvp;PvP;PvP
teambuilding_mode_pvp_normal;Normal;Normal
teambuilding_mode_pvp_ranked;Gewertet;Ranked
teambuilding_qenodecksnotset;Alle Spieler müssen ein Deck wählen.;All players have to chose a deck.
teambuilding_qenonotleader;Nur der Teamleiter kann das Spiel starten.;Only the team leader can start the game.
teambuilding_qenoscenarionotset;Der Spielmodus ist noch nicht gewählt.;The game mode is not set.
teambuilding_qenotoomanyplayers;Es gibt zu viele Spieler für den aktuellen Spielmodus.;There are too many players for the chosen game mode.
teambuilding_qeNoNotEnoughPlayers;Es gibt zu wenig Spieler für den aktuellen Spielmodus. Lade weitere Freunde ein.;There are not enough players for the chosen game mode. Invite more friends to play.
teambuilding_qeyes;In die Warteschlange gehen;Go into queue
teambuilding_queue_count_hint;Spieler in der Warteschlange;Players in queue
teambuilding_queue_time_hint;Zeit in der Warteschlange;Time in queue
teambuilding_queue_abort;Abbrechen;Leave queue
teambuilding_queue_server_full;Die Spieleserver sind momentan überlastet. Es wird auf einen freien Platz gewartet...;The game servers are full. Waiting for a free slot...
teambuilding_ranked_disabled;Gewertete Spiele sind momentan nicht verfügbar.;Ranked games are currently disabled.
teambuilding_start_queue;Start;Start
teambuilding_teamleader;Teamleiter;Teamleader
;;
tutorial_game_dialog_caption;Zeit für ein Probespiel!;Tutorial Match
tutorial_game_dialog_text;Da du zum ersten Mal Rise of Legions spielst, wird nun mit deinem Starterdeck eine Runde gegen den Computer gestartet, um die Kernmechaniken des Spiels kennenzulernen.;Try out your starter deck and learn the basics of the game by playing against a very easy AI opponent!
tutorial_game_dialog_play;Los geht's!;Let's go!
tutorial_game_dialog_skip;Überspringen;Skip
tutorial_slides_next;Nächste;Next
tutorial_slides_previous;Vorherige;Previous
tutorial_slides_close;Schließen;Close
tutorial_text_opener_confirm;Na dann los!;Then go!
tutorial_text_select_footman;Wähle den §card_name_footman_spawner in deinem Deck aus!;Select the §card_name_footman_spawner in your deck!
tutorial_text_place_footman;Platziere den Spawner auf dem Baufeld!;Place the spawner at the build grid!
tutorial_text_spawner_cost;Jeder Spawner kostet Seelengold.;Each spawner cost soul coins.
tutorial_text_spawner_cost_confirm;Verstanden!;Got it!
tutorial_text_game_start;Gleich geht''s los! Zu Beginn hat man 10 Sekunden bevor das Spiel beginnt.;The game is starting! At the beginning you have 10 seconds to contemplate and double check you evil plan.
tutorial_text_game_start_confirm;Endlich!;Finally!
tutorial_text_spawner_description;Sobald das Spiel beginnt, erschaffen deine Spawner automatisch Einheiten.;While the game is running, your spawners create units automatically.
tutorial_text_gameplay_description;Deine Einheiten laufen eigenständig zum Gegner und greifen alles auf ihrem Weg an. Du musst ihnen keine Befehle geben!;Your units walk autonomously to the enemy and attack everything on their path. You don't need to give any orders!
tutorial_text_melee_tower;Gegen den starken Nahkampfturm können unser Schwertkämpfer kaum etwas ausrichten. Beschwöre ein paar Bogenschützen, um ihn aus der Ferne auszuschalten. Mit Beschwörungen kannst du schnell auf gefährliche Situationen reagieren.;Our Footmen don't have any chance against the heavy melee defender. Summon Archers to beat him from distance. Summons enable you to react to dangerous situations.
tutorial_text_melee_tower_confirm;Aha!;Seems OP!
tutorial_text_select_archer;Wähle die Bogenschützen-Beschwörung in deinem Deck aus!;Select the archer summoning in your deck!
tutorial_text_drop_description;Beschwörungen können nur in der grünen Zone platziert werden.;You can only summon units in the green zone.
tutorial_text_gold_description;Jede Beschwörung kostet Gold, welches du jede Sekunde bekommst.;Each summoning cost coins, which you gain each second.
tutorial_text_gold_description_confirm;Moneten!;Dough!
tutorial_text_soul_coin_conversion;Ausgegebenes Gold wird automatisch in Seelengold umgewandelt.;Spent coins are automatically converted into soul coins.
tutorial_text_soul_coin_conversion_confirm;Klingt gut!;Sounds good!
tutorial_text_capture_point;Das Team, welches als letztes in der Nähe eines Eroberungspunktes war, nimmt ihn für sich ein.;The last team, which was near a capture point, will slowly capture it.
tutorial_text_lane_tower;Jeder Wehrturm erweitert das Gebiet in dem du Einheiten beschwören kannst und greift Gegner an.\nZeit um zum nächsten Eroberungspunkt voranzuschreiten!;Each guard tower extends the area to summon units and attacks enemies.\nTime to dominate the next point!
tutorial_text_lane_tower_confirm;Er ist mein!;He is my!
tutorial_text_select_ballista;Wähle die Ballisten-Beschwörung in deinem Deck aus!;Select the Ballista summoning in your deck!
tutorial_text_summoning_sickness;Einheiten sind nach der Beschwörung kurz betäubt und nehmen doppelten Schaden. Achte darauf sie nicht in der Reichweite deiner Gegner zu beschwören.;After being summoned units are stunned shortly and take double damage. Be aware to drop them out of range of your enemies!
tutorial_text_spell;Die Golemverteidiger könnten deiner Ballista sehr gefährlich werden, besser du schaltest sie mit dem Pfeilhagel aus.\nZauber können im Gegensatz zu Beschwörungen immer auf der ganzen Karte gewirkt werden.;The little golems can be very dangerous for your Ballista. Take them down with a hail of arrows.\nSpells can be cast everywhere on the map.
tutorial_text_spell_confirm;Muhaha!;Muhaha!
tutorial_text_select_hail_of_arrows;Wähle den §card_name_hailofarrows in deinem Deck aus!;Select the §card_name_hailofarrows in your deck!
tutorial_text_cast_spell;Lass Pfeile auf die Golems herabregnen!;Let arrows rain down the golem!
tutorial_text_next_spawner;Du hast jetzt genügend Seelengold für einen weiteren Spawner.\nSpringe zurück zum Baufeld und baue einen weiteren Spawner.;You own enough soul coins for an additional spawner.\nJump back to the build grid and place another one.
tutorial_text_next_spawner_confirm;Wird gemacht!;On my way!
tutorial_text_spawner_jump_to_base;Drücke diesen Knopf oder nutze eine der Schnelltasten (Leertaste / Mittlere Maustaste).;Press this button or use one of the hotkeys (space / middle mouse button).
tutorial_text_select_heavy_gunner;Wähle den Kanonier-Spawner in deinem Deck aus!;Select the Heavy Gunner in your Deck!
tutorial_text_place_spawner_2;Platziere den Spawner auf dem Baufeld! Felder mit blauen Kreisen werden demnächst beschworen.;Place the spawner at the build grid! Fields with blue circles are spawned soon.
tutorial_text_income_upgrade;Du hast mehr als 1500 Seelengold ausgegeben, dadurch erhöht sich dein Einkommen. Du kannst am Balken sehen wie viel du noch ausgeben musst, um noch mehr Gold jede Sekunde zu bekommen.;You spent more than 1500 soul coins and so you income increases. The bar shows you the amount to spent for the next upgrade.
tutorial_text_income_upgrade_confirm;Mehr Zaster!;More dough!
tutorial_text_spawner_jump_back;Springe wieder zum Kampf zurück, drücke diesen Knopf oder nutze eine der Schnelltasten (Leertaste / Mittlere Maustaste).;Jump back to the fight! Press this button or use one of the hotkeys (space / middle mouse button).
tutorial_text_last_outpost;Super! Du hast die Grundlagen schnell gelernt.\nNun übernimm eigenständig die Kontrolle des letzten Außenpostens. Nutze alles was dein Deck zu bieten hat!;Awesome! You got the basics fast.\nNow take over the last outpost on your own. Use everything your deck offers you!
tutorial_text_last_outpost_confirm;Kinderspiel!;Easy peasy!
tutorial_text_last_outpost_mark;Auf auf!\nÜbernimm die Kontrolle über diesen Punkt.;Come on!\nTake control of this point.
tutorial_text_last_outpost_lane;Hier gibt es nichts zu sehen, auch keine Droiden die du suchst. Ab nach vorn zum letzten Außenposten mit dir!;Here is nothing of interest, especially not the droids you are looking for. Go to the last outpost, now!
tutorial_text_primary_target;Ausgezeichnet! Jetzt ist es Zeit den §card_name_bosssiegegolemtutorial anzugreifen.\nIch erweitere dein Deck mal etwas und gebe dir mehr Gold als erlaubt ist, aber psst verrate es niemanden!;Excellent! Now it is time to defeat the §card_name_bosssiegegolemtutorial.\nI put some cards in your deck and give you more money than allowed, but psst don't tell anyone!
tutorial_text_primary_target_confirm;Cheater!;Cheater!
tutorial_text_primary_target_mark;Besiege den §card_name_bosssiegegolemtutorial, um das Spiel zu gewinnen.;Defeat the §card_name_bosssiegegolemtutorial to win the game.
;;
core_game_commencing;Warte auf Spieler...;Waiting for players...
core_gold_hint;Gold ist die Action-Ressource mit der du Beschwörungen und Zauber durchführen kannst. Du erhältst es jede Sekunde in Höhe der aktuellen Einkommensrate. Wenn du das Maximum erreicht hast, wird dein Gold direkt in Seelengold umgewandelt.;Coins are used to summon units and cast spells. You gain coins every second by your income rate. If you reach the maximum amount, any additional income is automatically converted into soul coins.
core_wood_hint;Seelengold ist die Strategie-Ressource mit der du Spawner bauen kannst. Für jedes ausgegebene Gold erhältst du die gleiche Menge an Seelengold.;Soul Coins are used to build spawners. Each coin you spend leaves a Soul Coin behind. 
core_income_hint;Dein Einkommen erhöht automatisch sich sobald du genügend Seelengold für Spawner ausgegeben hast, um die Leiste zu füllen. Das Einkommen erhöht sich maximal 10 mal.;You income is increased automatically, when you spent enough Soul Coins for spawners to fill the bar. The income can only be upgraded 10 times.
core_pve_attack_time_to_attack_hint;Nach Ablauf der Zeit erwacht der Granitweltenbrecher und entfesselt einen unaufhaltsamen Steinhagel auf deinen Nexus, dem dieser nicht lange standhalten kann. ;After expiration the Granite Worldbreaker awakes and hurls mighty stones at your Nexus, destroying it very quickly.
core_pve_attack_time_to_attack_expired_hint;Der Granitweltenbrecher ist erwacht und deine Zeit wird knapp! Besiege ihn schnell oder zerstöre seine Kristalltürme um mehr Zeit zu gewinnen.;The Granite Worldbreaker is now awake and your time runs out! Defeat him fast or destroy his Crystal Towers to gain more time.
core_pve_attack_tower_count_hint;Zerstöre die Kristalltürme der Golems, um den Granitweltenbrecher am Erwachen zu hindern und mehr Zeit zu gewinnen.;Destroy the Crystal Towers of the Golems to prevent the Granite Worldbreaker from awakening and to gain more time.
core_pve_attack_tower_count_empty_hint;Du hast alle Kristalltürme der Golems zerstört, nun vernichte den Granitweltenbrecher bevor er deinen Nexus zerstört!;You destroyed all Crystal Towers of the Golems! Now defeat the Granite Worldbreaker before he destroys your Nexus!
core_pve_attack_time_to_boss_wave_hint;Immer wenn diese Zeit abläuft entsenden die Golems eine größere Welle an Einheiten um dich zu überwältigen. Bereite dich vor!;Every time this timer expires the Golems are sending a big wave of units to overcome you. Be prepared!
core_pve_attack_time_to_boss_wave_empty;—;—
core_pve_attack_time_to_boss_wave_empty_hint;Du hast alle größeren Wellen der Golem überstanden, es werden keine weiteren entsandt werden.;You survived all big waves of the golems. There will be no more of them.
core_reconnect_dialog_caption;Verbindung verloren;Connection lost
core_reconnect_dialog_message;Versuche wiederzuverbinden…;Attempting to reconnect…
core_shortcuts;- Tastaturbelegung -\n\nWASD / Pfeiltasten -\nKamera bewegen\n\nLeertaste / Mittlere Maustaste -\nWechsel zwischen Basis und aktueller Kameraposition\n\nZahlen 1 bis 0 -\nKarte aus Deck auswählen;- Shortcuts -\nWASD / Arrows - Move camera\nSpace / Middle mouse button - Switch between current position and base\nNumbers 1 to 0 - Pick card from deck
core_spawner_jump;Wechsel zwischen Basis und aktueller Kameraposition;Switch between current position and base
backtogame;Zurück zum Spiel;Back to game
incomeupgradebutton;-Einkommen erhöhen-\nErhöht das Einkommen um 2 pro Sekunde.;-Increase Income-\nIncreases the income by 2 per second.
scoreboard;Spielstatus;Scoreboard
surrender;Aufgeben;Surrender
